limit;states_spot;states_product;states_me1;states_me2;states_me3;states_limited
10;0.028077753779697623;0.02535496957403651;0.023605150214592276;0.02702702702702703;0.02717391304347826;0.025176233635448138
1000;0.5237580993520519;0.5963488843813387;0.4560085836909871;0.43135135135135133;0.40108695652173915;0.5780463242698892
100000;0.3045356371490281;0.30324543610547666;0.3583690987124464;0.35027027027027025;0.358695652173913;0.35246727089627394
10000000;0.12958963282937366;0.07099391480730223;0.15236051502145923;0.17513513513513512;0.19456521739130433;0.0433031218529708
1000000000;0.014038876889848811;0.004056795131845842;0.009656652360515022;0.016216216216216217;0.01847826086956522;0.0010070493454179255
1000000001;0.0;0.0;0.0;0.0;0.0;0.0
