nondet;median_states_low_acc;median_states_high_acc;mean_states_low_acc;mean_states_high_acc;median_time_low_acc;median_time_high_acc;mean_time_low_acc;mean_time_high_acc;median_acc_low_acc;median_acc_high_acc;mean_acc_low_acc;mean_acc_high_acc
0.17;0.8571428571428571;0.5772559647559647;0.7524811859411996;0.3981288770916746;1.322985436329096;1.0649939383262894;1.267410626162609;0.678422857476184;1.3333333333333333;1.1818181818181819;1.400705785646646;1.1997548412495658
1.12;0.7751985964662297;0.6104062087797348;0.9223704395823819;0.4702686163493089;1.161391269849608;0.9659023265859921;1.0125389294604215;0.5402285882648459;1.6666666666666667;1.5714285714285714;1.7213465788362763;1.5841249632617287
2.28;0.42028754254594963;0.16129032258064516;0.22144128945584024;0.078520220442169;0.7214304785584931;0.23041715269677276;0.527124359277835;0.17113224486255843;1.0;1.0;1.0256045705568322;0.9514072245769535
