aut;old_acc;timeout_spot;memout_spot;states_spot;time_spot;acc_spot;timeout_product;memout_product;states_product;time_product;acc_product;timeout_product_unoptimiesed;memout_product_unoptimiesed;states_product_unoptimiesed;time_product_unoptimiesed;acc_product_unoptimiesed;timeout_me1;memout_me1;states_me1;time_me1;acc_me1;timeout_me2;memout_me2;states_me2;time_me2;acc_me2;timeout_me3;memout_me3;states_me3;time_me3;acc_me3;timeout_limited;memout_limited;states_limited;time_limited;acc_limited
temp_hoas/benchmarkE/automatonD147.hoa;9;False;False;244;0.005801;9;False;False;670;0.059631;16;False;False;15061;0.086364;42;False;False;1174;0.036337;16;False;False;91379;7.14554;20;False;False;322870;21.7509;20;False;False;1852;0.058572;39
temp_hoas/benchmarkE/automatonC179.hoa;21;False;False;1702;0.045779;10;False;False;137;0.009562;6;False;False;137;0.009258;8;False;False;144;0.011465;6;False;False;155;0.01044;6;False;False;143;0.007676;6;False;False;136;0.009252;8
temp_hoas/benchmarkE/automatonC303.hoa;5;False;False;45;0.004528;3;False;False;46;0.005473;3;False;False;46;0.00505;5;False;False;63;0.00632;4;False;False;64;0.006169;4;False;False;65;0.006462;6;False;False;50;0.005247;5
temp_hoas/benchmarkE/automatonD4.hoa;6;False;False;9547;0.296352;16;False;False;7075;0.125837;16;False;False;7075;0.110463;22;False;False;9308;0.359076;18;False;False;12207;0.471702;16;False;False;9547;0.293115;16;False;False;4299;0.123379;18
temp_hoas/benchmarkE/automatonC98.hoa;20;False;False;1126;0.044232;11;False;False;572;0.019811;11;False;False;572;0.017199;13;False;False;2059;0.101658;13;False;False;2631;0.126994;13;False;False;3674;0.142286;22;False;False;207;0.016229;16
temp_hoas/benchmarkE/automatonD90.hoa;12;False;False;37311;1.21239;19;False;False;1777;0.055999;9;False;False;7334;0.046369;15;False;False;19533;0.546852;14;False;False;19002;0.528708;14;False;False;11270;0.356206;16;False;False;2337;0.051688;17
temp_hoas/benchmarkE/automatonC201.hoa;3;False;False;43;0.003796;5;False;False;43;0.005204;5;False;False;43;0.004773;6;False;False;41;0.004805;4;False;False;43;0.005048;4;False;False;53;0.005164;4;False;False;56;0.005129;7
temp_hoas/benchmarkE/automatonD47.hoa;9;False;False;1993602;77.6877;28;False;False;131985;714.799;17;False;False;21477657;70.9953;55;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;239462;22.6195;41
temp_hoas/benchmarkE/automatonC0.hoa;2;False;False;32;0.004785;3;False;False;33;0.00486;5;False;False;33;0.004472;8;False;False;32;0.004455;4;False;False;34;0.00466;4;False;False;43;0.00477;4;False;False;49;0.004707;7
temp_hoas/benchmarkE/automatonC34.hoa;16;False;False;1888;0.070185;15;False;False;172;0.013328;9;False;False;172;0.011943;10;False;False;316;0.027462;11;False;False;548;0.039293;13;False;False;1014;0.039607;16;False;False;153;0.01275;14
temp_hoas/benchmarkE/automatonC266.hoa;8;False;False;72;0.005449;4;False;False;72;0.006199;4;False;False;73;0.006367;8;False;False;74;0.006154;4;False;False;72;0.006;4;False;False;72;0.005554;4;False;False;72;0.006421;4
temp_hoas/benchmarkE/automatonA200.hoa;2;False;False;475;0.007572;3;False;False;337;0.008247;7;False;False;337;0.006552;12;False;False;452;0.00875;5;False;False;482;0.009669;3;False;False;771;0.014942;4;False;False;262;0.007772;9
temp_hoas/benchmarkE/automatonC183.hoa;5;False;False;57;0.004479;5;False;False;45;0.006717;8;False;False;45;0.006169;10;False;False;51;0.007837;5;False;False;83;0.00835;7;False;False;123;0.008091;7;False;False;89;0.006778;12
temp_hoas/benchmarkE/automatonA99.hoa;21;False;False;675240;13.0715;24;False;False;1000;0.032564;30;False;False;1000;0.027116;34;False;False;18877;0.616504;16;False;False;18373;0.625958;22;False;False;15451;0.295635;20;False;False;986;0.034475;37
temp_hoas/benchmarkE/automatonC192.hoa;14;False;False;22;0.002943;2;False;False;22;0.005228;2;False;False;31;0.005081;6;False;False;31;0.006594;2;False;False;31;0.00627;2;False;False;30;0.004746;2;False;False;23;0.00518;2
temp_hoas/benchmarkE/automatonD122.hoa;4;False;False;5;0.003459;2;False;False;4;0.017463;1;False;False;2256;0.01726;23;False;False;25874;0.948824;14;False;False;5;0.004938;2;False;False;4;0.004426;1;False;False;4;0.015709;1
temp_hoas/benchmarkE/automatonA323.hoa;5;False;False;4992;0.081173;11;False;False;2666;0.047943;17;False;False;2666;0.034052;23;False;False;4571;0.105688;14;False;False;12075;0.33301;12;False;False;16217;0.405155;12;False;False;2049;0.046141;20
temp_hoas/benchmarkE/automatonC212.hoa;14;False;False;89;0.005918;4;False;False;50;0.007169;4;False;False;67;0.006635;6;False;False;95;0.010344;4;False;False;95;0.010654;4;False;False;89;0.006021;4;False;False;79;0.007101;9
temp_hoas/benchmarkE/automatonA20.hoa;2;False;False;202;0.004853;7;False;False;174;0.006904;5;False;False;174;0.005984;8;False;False;239;0.006248;8;False;False;341;0.008133;8;False;False;433;0.009645;8;False;False;223;0.00686;7
temp_hoas/benchmarkE/automatonC172.hoa;14;False;False;15;0.00251;2;False;False;15;0.003249;2;False;False;16;0.003089;2;False;False;15;0.003094;2;False;False;15;0.00321;2;False;False;15;0.002604;2;False;False;16;0.003246;2
temp_hoas/benchmarkE/automatonC284.hoa;6;False;False;105;0.006647;6;False;False;51;0.006607;6;False;False;51;0.006023;8;False;False;109;0.010319;6;False;False;109;0.009336;6;False;False;105;0.0066;6;False;False;66;0.006361;9
temp_hoas/benchmarkE/automatonC22.hoa;4;False;False;129;0.00719;6;False;False;64;0.006751;4;False;False;64;0.006346;6;False;False;129;0.009271;6;False;False;110;0.008514;6;False;False;129;0.007346;6;False;False;68;0.006571;6
temp_hoas/benchmarkE/automatonA132.hoa;14;False;False;11790;0.201601;16;False;False;7380;0.148674;10;False;False;7380;0.14817;16;False;False;10638;0.239542;16;False;False;10817;0.283329;20;False;False;11790;0.2;16;False;False;6828;0.16249;13
temp_hoas/benchmarkE/automatonA131.hoa;13;False;False;30360;0.951665;10;False;False;2561;0.053013;20;False;False;2561;0.038271;24;False;False;31964;1.81579;12;False;False;28305;1.60691;10;False;False;27936;0.873355;12;False;False;1785;0.053399;25
temp_hoas/benchmarkE/automatonC245.hoa;7;False;False;41;0.004654;4;False;False;43;0.005833;4;False;False;43;0.005461;6;False;False;63;0.006849;4;False;False;61;0.006613;4;False;False;61;0.005005;4;False;False;54;0.005688;6
temp_hoas/benchmarkE/automatonC202.hoa;4;False;False;60;0.004833;3;False;False;47;0.007045;6;False;False;47;0.006473;7;False;False;34;0.006299;3;False;False;60;0.008615;3;False;False;132;0.009583;6;False;False;82;0.007101;10
temp_hoas/benchmarkE/automatonA301.hoa;3;False;False;451;0.005392;5;False;False;26593;0.289173;22;False;False;26593;0.180872;33;False;False;42568;1.12626;28;False;False;103086;3.42447;18;False;False;1302440;52.8221;20;False;False;6065;0.16396;25
temp_hoas/benchmarkE/automatonC262.hoa;4;False;False;24;0.003032;3;False;False;25;0.004769;4;False;False;25;0.004499;6;False;False;23;0.004844;3;False;False;25;0.005023;3;False;False;31;0.00536;6;False;False;55;0.004823;7
temp_hoas/benchmarkE/automatonA169.hoa;11;False;False;362;0.007252;5;False;False;41492;1.21784;32;False;False;146443;0.875531;44;False;False;329208;11.8567;25;False;False;1750146;74.5788;27;False;False;4300872;208.824;28;False;False;5542;0.207023;46
temp_hoas/benchmarkE/automatonC145.hoa;7;False;False;92;0.006124;3;False;False;76;0.009065;8;False;False;76;0.008173;9;False;False;95;0.009115;3;False;False;141;0.014092;3;False;False;199;0.012803;5;False;False;110;0.009001;13
temp_hoas/benchmarkE/automatonD95.hoa;17;False;False;18371885;1005.07;10;False;False;654;0.1677;6;False;False;142773;0.53851;38;False;False;19108408;1330.64;10;True;False;-1;-1;-1;False;False;18371885;991.71;10;False;False;6343;0.224663;37
temp_hoas/benchmarkE/automatonD1.hoa;3;False;False;2340;0.039451;17;False;False;739;0.023192;13;False;False;1271;0.021922;33;False;False;2547;0.062604;17;False;False;2074;0.067834;21;False;False;1495;0.056771;20;False;False;846;0.024086;22
temp_hoas/benchmarkE/automatonD200.hoa;2;False;False;4028;0.067686;7;False;False;1175;0.037634;13;False;False;3576;0.03224;28;False;False;7849;0.171861;9;False;False;10966;0.266231;9;False;False;13050;0.362781;9;False;False;2192;0.03902;17
temp_hoas/benchmarkE/automatonC241.hoa;3;False;False;17;0.002715;3;False;False;25;0.005003;4;False;False;25;0.0047;5;False;False;18;0.004408;3;False;False;24;0.004919;3;False;False;85;0.00643;6;False;False;48;0.00513;7
temp_hoas/benchmarkE/automatonA195.hoa;17;False;False;638880;23.5946;11;False;False;310807;4.16995;34;False;False;1235305;8.65217;51;True;False;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;12581;0.715881;55
temp_hoas/benchmarkE/automatonA24.hoa;6;False;False;90;0.002284;5;False;False;1221;0.033784;20;False;False;2190;0.020551;32;False;False;3969;0.082366;20;False;False;9703;0.263874;18;False;False;51973;1.79312;22;False;False;848;0.02338;33
temp_hoas/benchmarkE/automatonC137.hoa;19;False;False;188;0.01252;7;False;False;150;0.011575;7;False;False;182;0.010543;9;False;False;247;0.025925;7;False;False;240;0.024356;9;False;False;547;0.025707;12;False;False;126;0.011206;13
temp_hoas/benchmarkE/automatonC131.hoa;13;False;False;8117;0.310403;17;False;False;216;0.017545;9;False;False;216;0.014889;11;False;False;731;0.053866;13;False;False;781;0.054521;13;False;False;1210;0.054822;14;False;False;220;0.016669;14
temp_hoas/benchmarkE/automatonC36.hoa;18;False;False;1418;0.042829;11;False;False;3411;0.054212;14;False;False;3411;0.049379;15;False;False;8150;0.349034;15;False;False;8685;0.397116;15;False;False;22694;0.826701;17;False;False;421;0.030581;20
temp_hoas/benchmarkE/automatonD193.hoa;15;False;False;3633;0.052027;10;False;False;217347;1.54533;26;False;False;217347;0.929346;38;False;False;575613;20.2805;28;False;False;744494;27.7291;24;False;False;510061;14.1306;26;False;False;25649;0.718295;29
temp_hoas/benchmarkE/automatonA245.hoa;7;False;False;4712;0.06415;9;False;False;1639;0.050033;13;False;False;4917;0.033001;20;False;False;26755;0.688672;16;False;False;23035;0.57845;14;False;False;38436;0.970349;12;False;False;1468;0.034568;22
temp_hoas/benchmarkE/automatonD303.hoa;5;False;False;550;0.013205;7;False;False;384;0.026848;13;False;False;2588;0.023276;33;False;False;1933;0.07094;13;False;False;6965;0.384264;12;False;False;21103;1.10206;12;False;False;1068;0.027193;26
temp_hoas/benchmarkE/automatonC139.hoa;21;False;False;923;0.064659;11;False;False;300;0.017045;11;False;False;300;0.015041;13;False;False;432;0.044184;13;False;False;606;0.051821;13;False;False;1156;0.047848;19;False;False;184;0.015161;17
temp_hoas/benchmarkE/automatonD195.hoa;17;False;False;604325;29.1502;19;False;False;2805;1.10404;19;False;False;788321;2.73795;75;False;False;621121;63.3935;22;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;31901;1.45096;77
temp_hoas/benchmarkE/automatonD81.hoa;3;False;False;10004;0.142934;17;False;False;566;0.046153;11;False;False;7395;0.033209;32;False;False;12823;0.239111;20;False;False;14119;0.285931;20;False;False;31847;0.747698;20;False;False;567;0.039074;11
temp_hoas/benchmarkE/automatonC138.hoa;20;False;False;302;0.013033;6;False;False;97;0.012065;8;False;False;124;0.010971;12;False;False;239;0.023718;8;False;False;272;0.024553;8;False;False;179;0.01307;8;False;False;138;0.011847;14
temp_hoas/benchmarkE/automatonD62.hoa;4;False;False;28480;0.777437;10;False;False;548;0.017096;8;False;False;1253;0.015566;18;False;False;2876;0.080529;6;False;False;2876;0.079934;6;False;False;2861;0.061718;6;False;False;696;0.017509;12
temp_hoas/benchmarkE/automatonD238.hoa;20;False;True;-1;-1;-1;False;False;19963;8.85912;13;False;False;2181564;6.17076;56;False;False;5578360;442.261;29;False;False;5135708;419.818;29;False;False;7421951;613.995;30;False;False;72282;3.36645;48
temp_hoas/benchmarkE/automatonD281.hoa;3;False;False;707;0.010883;5;False;False;229;0.019752;7;False;False;4266;0.020298;27;False;False;2964;0.060903;26;False;False;9775;0.252176;14;False;False;43560;1.32727;12;False;False;229;0.018115;7
temp_hoas/benchmarkE/automatonC13.hoa;15;False;False;183;0.011419;8;False;False;108;0.01085;6;False;False;125;0.009978;10;False;False;356;0.022682;8;False;False;371;0.023237;8;False;False;339;0.015108;8;False;False;122;0.010693;11
temp_hoas/benchmarkE/automatonC196.hoa;18;False;False;24598;0.893574;18;False;False;343;0.019352;12;False;False;343;0.016491;14;False;False;4706;0.232324;12;False;False;4449;0.221895;12;False;False;3901;0.131326;14;False;False;230;0.018717;17
temp_hoas/benchmarkE/automatonC46.hoa;8;False;False;130;0.007287;5;False;False;112;0.011095;8;False;False;112;0.009631;9;False;False;114;0.015088;3;False;False;146;0.017991;3;False;False;692;0.037068;9;False;False;130;0.010827;14
temp_hoas/benchmarkE/automatonD159.hoa;21;False;False;16111772;870.298;31;False;False;37953;6.13376;41;False;False;1123063;4.24536;66;False;False;10489686;769.232;32;False;False;7273894;599.608;32;True;False;-1;-1;-1;False;False;103346;3.65611;64
temp_hoas/benchmarkE/automatonA295.hoa;17;False;True;-1;-1;-1;False;False;38429719;527.973;58;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;3454003;206.57;64
temp_hoas/benchmarkE/automatonA150.hoa;12;False;True;-1;-1;-1;False;False;702070;10.1085;29;False;False;702070;8.77054;33;False;False;4501836;181.197;21;False;False;5364964;230.887;23;False;False;9930151;335.292;24;False;False;274863;8.40584;33
temp_hoas/benchmarkE/automatonC103.hoa;5;False;False;306;0.0111;3;False;False;89;0.010544;9;False;False;89;0.009427;11;False;False;309;0.014061;4;False;False;430;0.028015;4;False;False;677;0.027342;4;False;False;110;0.010291;14
temp_hoas/benchmarkE/automatonA62.hoa;4;False;False;115;0.004688;3;False;False;59;0.006249;5;False;False;94;0.005731;9;False;False;57;0.004286;5;False;False;197;0.0083;4;False;False;130;0.006198;4;False;False;146;0.006466;10
temp_hoas/benchmarkE/automatonC113.hoa;15;False;False;102;0.008104;3;False;False;469;0.021374;7;False;False;469;0.016686;9;False;False;772;0.048516;5;False;False;701;0.046272;5;False;False;62272;2.58057;14;False;False;204;0.017425;12
temp_hoas/benchmarkE/automatonC286.hoa;8;False;False;32;0.003703;5;False;False;34;0.009468;7;False;False;48;0.00872;10;False;False;65;0.011293;5;False;False;93;0.013013;7;False;False;122;0.010511;12;False;False;113;0.0097;13
temp_hoas/benchmarkE/automatonC223.hoa;5;False;False;59;0.004695;5;False;False;44;0.006302;5;False;False;44;0.005901;7;False;False;46;0.006296;5;False;False;56;0.007011;5;False;False;146;0.007704;6;False;False;66;0.006288;8
temp_hoas/benchmarkE/automatonA234.hoa;16;False;False;64245;2.18177;16;False;False;4455;0.080014;28;False;False;4455;0.055636;30;False;False;66794;4.12708;16;False;False;67144;4.16822;18;False;False;65142;2.24622;18;False;False;2243;0.073052;35
temp_hoas/benchmarkE/automatonC29.hoa;11;False;False;261;0.019753;5;False;False;148;0.014027;7;False;False;169;0.012578;11;False;False;180;0.031021;5;False;False;468;0.044784;8;False;False;7786;0.391425;14;False;False;154;0.013472;15
temp_hoas/benchmarkE/automatonD50.hoa;12;False;False;267852;11.1295;26;False;False;39025;0.293574;32;False;False;44804;0.307141;52;False;False;257648;16.7376;26;False;False;271013;18.2994;28;False;False;267852;11.0217;26;False;False;8040;0.235792;35
temp_hoas/benchmarkE/automatonC86.hoa;8;False;False;41;0.004565;1;False;False;41;0.004908;1;False;False;42;0.004697;1;False;False;41;0.00453;1;False;False;41;0.00477;1;False;False;102;0.007154;3;False;False;42;0.004972;1
temp_hoas/benchmarkE/automatonD28.hoa;10;False;False;48;0.002937;2;False;False;56;0.003179;2;False;False;57;0.00306;2;False;False;42;0.003103;2;False;False;48;0.003324;2;False;False;48;0.002997;2;False;False;56;0.00334;2
temp_hoas/benchmarkE/automatonA210.hoa;12;False;False;355930;7.63614;17;False;False;51839;0.488921;29;False;False;51839;0.462328;31;False;False;302949;10.3604;17;False;False;1608224;67.6459;17;False;False;2911520;91.6885;18;False;False;8315;0.266885;35
temp_hoas/benchmarkE/automatonC57.hoa;19;False;False;4909;0.159854;16;False;False;195;0.014825;10;False;False;246;0.013017;14;False;False;937;0.053664;12;False;False;848;0.04987;12;False;False;899;0.0316;12;False;False;162;0.013568;17
temp_hoas/benchmarkE/automatonA160.hoa;2;False;False;384;0.006212;9;False;False;721;0.013686;7;False;False;721;0.01;12;False;False;392;0.008863;10;False;False;981;0.019745;8;False;False;1750;0.03714;8;False;False;489;0.012457;9
temp_hoas/benchmarkE/automatonD48.hoa;10;False;False;60;0.003171;2;False;False;60;0.004968;2;False;False;61;0.004772;6;False;False;63;0.004868;2;False;False;60;0.004937;2;False;False;63;0.003627;2;False;False;113;0.005125;6
temp_hoas/benchmarkE/automatonD300.hoa;2;False;False;474;0.008931;5;False;False;176;0.009312;11;False;False;585;0.008073;24;False;False;686;0.016327;8;False;False;969;0.022992;8;False;False;1080;0.028194;6;False;False;176;0.009034;11
temp_hoas/benchmarkE/automatonA293.hoa;15;False;False;48529;1.69616;6;False;False;2043;0.041368;20;False;False;2043;0.028483;22;False;False;50507;2.02171;8;False;False;103181;6.61281;6;False;False;48484;1.70691;6;False;False;1417;0.044816;27
temp_hoas/benchmarkE/automatonC181.hoa;3;False;False;49;0.005071;4;False;False;27;0.004768;4;False;False;27;0.004447;6;False;False;25;0.004285;4;False;False;27;0.004418;4;False;False;48;0.004847;4;False;False;41;0.00468;6
temp_hoas/benchmarkE/automatonA127.hoa;9;False;False;2593;0.042953;12;False;False;687;0.02071;22;False;False;687;0.016217;28;False;False;7922;0.220222;14;False;False;9497;0.283694;14;False;False;8035;0.146544;16;False;False;741;0.020854;26
temp_hoas/benchmarkE/automatonC331.hoa;13;False;False;1707;0.055597;8;False;False;297;0.015783;10;False;False;297;0.014496;12;False;False;1492;0.070076;10;False;False;1345;0.065026;8;False;False;1504;0.047814;10;False;False;185;0.014765;14
temp_hoas/benchmarkE/automatonD289.hoa;11;False;False;9964;0.199414;21;False;False;6099;0.059558;18;False;False;10134;0.054282;36;False;False;12901;0.569107;21;False;False;14983;0.718592;21;False;False;23085;1.04339;22;False;False;2515;0.059904;32
temp_hoas/benchmarkE/automatonD276.hoa;18;False;False;3148;0.041956;10;False;False;765831;10.511;29;False;False;9428093;46.8591;71;False;False;3148;0.042582;10;False;False;4062;0.066765;14;False;False;3148;0.042123;10;False;False;131463;6.74457;59
temp_hoas/benchmarkE/automatonA142.hoa;4;False;False;913;0.016579;6;False;False;599;0.015171;8;False;False;599;0.012719;14;False;False;914;0.021272;6;False;False;914;0.021019;6;False;False;913;0.017077;6;False;False;613;0.015448;10
temp_hoas/benchmarkE/automatonD166.hoa;8;False;False;1;0.000552;1;False;False;1;0.000873;1;False;False;1;0.00079;1;False;False;1;0.000529;1;False;False;1;0.000722;1;False;False;1;0.000557;1;False;False;1;0.000864;1
temp_hoas/benchmarkE/automatonA204.hoa;6;False;False;135;0.002779;3;False;False;1528;0.12045;17;False;False;34119;0.179804;38;False;False;93597;2.99467;26;False;False;89713;2.83747;26;False;False;104074;5.00454;22;False;False;3670;0.122102;36
temp_hoas/benchmarkE/automatonA0.hoa;2;False;False;149;0.004035;7;False;False;138;0.00591;7;False;False;138;0.005349;12;False;False;223;0.00579;8;False;False;253;0.006559;8;False;False;245;0.006645;6;False;False;191;0.005895;9
temp_hoas/benchmarkE/automatonC61.hoa;3;False;False;55;0.004823;4;False;False;42;0.006684;5;False;False;42;0.006059;6;False;False;56;0.006378;4;False;False;55;0.007248;4;False;False;114;0.007572;4;False;False;66;0.00672;8
temp_hoas/benchmarkE/automatonA219.hoa;21;False;False;401;0.00984;16;False;False;196;0.01525;14;False;False;432;0.014034;20;False;False;378;0.018577;14;False;False;385;0.017497;16;False;False;345;0.009835;16;False;False;467;0.015589;21
temp_hoas/benchmarkE/automatonD204.hoa;6;False;False;9857;0.280002;3;False;False;369;0.039087;2;False;False;23758;0.071679;29;False;False;12236;0.417025;13;False;False;105696;6.58666;3;False;False;139382;7.86182;8;False;False;1766;0.045323;33
temp_hoas/benchmarkE/automatonD182.hoa;4;False;False;20503;0.724632;5;False;False;377;0.026138;11;False;False;3375;0.024126;17;False;False;1107;0.038328;8;False;False;21079;1.20668;6;False;False;21465;0.934357;8;False;False;880;0.025495;19
temp_hoas/benchmarkE/automatonD297.hoa;19;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;272458;52.2292;84
temp_hoas/benchmarkE/automatonD172.hoa;14;False;False;4822;0.105727;19;False;False;121;0.104448;9;False;False;858983;3.16004;76;False;False;864219;67.0273;27;True;False;-1;-1;-1;True;False;-1;-1;-1;False;False;121;0.094758;9
temp_hoas/benchmarkE/automatonC317.hoa;19;False;False;5855;0.227973;13;False;False;198;0.02397;17;False;False;198;0.018314;19;False;False;3127;0.255628;16;False;False;3354;0.259868;16;False;False;7042;0.335682;18;False;False;239;0.02086;26
temp_hoas/benchmarkE/automatonA164.hoa;6;False;False;118;0.004249;5;False;False;146;0.009834;5;False;False;242;0.008914;17;False;False;97;0.004481;5;False;False;660;0.018366;11;False;False;1523;0.02642;12;False;False;361;0.011041;17
temp_hoas/benchmarkE/automatonD16.hoa;18;False;False;1708;0.022188;8;False;False;3768;0.127568;20;False;False;21402;0.115151;44;False;False;665632;30.2827;22;False;False;947671;45.3289;22;False;False;442162;11.8804;22;False;False;3507;0.080076;42
temp_hoas/benchmarkE/automatonC224.hoa;6;False;False;169;0.008365;3;False;False;67;0.010833;11;False;False;67;0.009505;12;False;False;47;0.009144;3;False;False;169;0.017998;3;False;False;941;0.043718;8;False;False;138;0.011393;17
temp_hoas/benchmarkE/automatonC107.hoa;9;False;False;77;0.005216;7;False;False;66;0.008957;7;False;False;66;0.008021;9;False;False;92;0.011567;8;False;False;168;0.013843;8;False;False;302;0.01416;8;False;False;112;0.008794;11
temp_hoas/benchmarkE/automatonD213.hoa;15;False;False;55;0.003216;2;False;False;55;0.003466;2;False;False;55;0.003466;4;False;False;61;0.003271;2;False;False;55;0.003357;2;False;False;55;0.003446;2;False;False;55;0.003592;2
temp_hoas/benchmarkE/automatonD304.hoa;6;False;False;461;0.006902;7;False;False;680;0.063391;7;False;False;32435;0.073593;26;False;False;64478;1.72565;24;False;False;52333;1.39733;22;False;False;103952;4.12545;24;False;False;680;0.051663;7
temp_hoas/benchmarkE/automatonD155.hoa;17;False;False;7533139;219.992;26;False;False;8244;0.133371;34;False;False;8656;0.120621;44;False;False;11390;0.590231;16;False;False;11450;0.709406;20;False;False;10623;0.318086;16;False;False;7099;0.156087;47
temp_hoas/benchmarkE/automatonC264.hoa;6;False;False;113;0.006441;4;False;False;57;0.006443;4;False;False;57;0.005989;6;False;False;91;0.007944;4;False;False;90;0.00768;4;False;False;91;0.006055;4;False;False;65;0.006189;6
temp_hoas/benchmarkE/automatonD271.hoa;13;False;True;-1;-1;-1;False;False;3516;1.91979;15;False;False;6370780;17.5232;67;False;True;-1;-1;-1;True;False;-1;-1;-1;True;False;-1;-1;-1;False;False;3516;1.58323;15
temp_hoas/benchmarkE/automatonA33.hoa;15;False;False;27365;0.985546;14;False;False;2095;0.043848;32;False;False;2095;0.0344;40;False;False;22014;1.2555;16;False;False;42776;2.63224;14;False;False;27365;0.989256;14;False;False;1114;0.036217;38
temp_hoas/benchmarkE/automatonA135.hoa;17;False;False;236460;8.11117;18;False;False;16370;0.191548;32;False;False;16370;0.136764;40;False;False;296756;22.1616;24;False;False;311529;24.8602;24;False;False;141106;6.49403;24;False;False;3040;0.112835;37
temp_hoas/benchmarkE/automatonD63.hoa;5;False;False;43165;1.59596;5;False;False;139;0.021337;2;False;False;2235;0.021347;17;False;False;43269;1.88823;6;False;False;41106;2.99125;4;False;False;24710;1.29066;6;False;False;139;0.019911;2
temp_hoas/benchmarkE/automatonC52.hoa;14;False;False;258;0.013452;5;False;False;162;0.015045;14;False;False;162;0.013283;16;False;False;240;0.024362;7;False;False;599;0.054508;5;False;False;4031;0.191572;10;False;False;201;0.015011;21
temp_hoas/benchmarkE/automatonD23.hoa;5;False;False;75;0.002383;3;False;False;209;0.057849;11;False;False;39013;0.12256;50;False;False;7985;0.40902;28;False;False;39646;2.45471;8;False;False;53597;4.24649;10;False;False;209;0.052468;11
temp_hoas/benchmarkE/automatonA143.hoa;5;False;False;12493;0.380815;5;False;False;31381;0.350161;33;False;False;31381;0.163998;44;False;False;28926;1.1665;24;False;False;259415;17.0621;18;False;False;2518100;176.523;18;False;False;2676;0.098526;38
temp_hoas/benchmarkE/automatonC89.hoa;11;False;False;37;0.00426;3;False;False;98;0.010653;10;False;False;98;0.009321;12;False;False;52;0.01139;5;False;False;160;0.020918;7;False;False;935;0.033191;10;False;False;134;0.010338;16
temp_hoas/benchmarkE/automatonD323.hoa;5;False;False;395773;10.1945;5;False;False;8920;0.386483;15;False;False;77587;0.277708;30;False;False;306337;9.28286;5;False;False;501022;20.605;5;False;False;531344;19.3064;9;False;False;10262;0.250681;20
temp_hoas/benchmarkE/automatonD66.hoa;8;False;False;763;0.017278;11;False;False;175;0.03986;9;False;False;12823;0.05468;53;False;False;5449;0.316236;24;False;False;40937;2.71147;32;False;False;51010;3.02521;28;False;False;300;0.041746;20
temp_hoas/benchmarkE/automatonA51.hoa;13;False;False;105;0.003212;2;False;False;108;0.003449;2;False;False;109;0.003558;2;False;False;107;0.002908;2;False;False;108;0.003295;2;False;False;108;0.002999;2;False;False;109;0.00381;2
temp_hoas/benchmarkE/automatonA91.hoa;13;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;False;642628;89.4473;43
temp_hoas/benchmarkE/automatonC97.hoa;19;False;False;26;0.003345;2;False;False;25;0.004275;2;False;False;26;0.004159;2;False;False;26;0.005048;2;False;False;26;0.004294;2;False;False;26;0.003524;2;False;False;26;0.004272;2
temp_hoas/benchmarkE/automatonC244.hoa;6;False;False;237;0.010178;7;False;False;140;0.009923;9;False;False;140;0.009452;15;False;False;237;0.015291;7;False;False;302;0.017145;7;False;False;318;0.015377;7;False;False;141;0.010022;12
temp_hoas/benchmarkE/automatonC2.hoa;4;False;False;82;0.005679;3;False;False;38;0.007283;5;False;False;57;0.006718;8;False;False;25;0.004672;3;False;False;82;0.009564;3;False;False;88;0.007224;4;False;False;90;0.007399;11
temp_hoas/benchmarkE/automatonA16.hoa;18;False;False;4859;0.113438;13;False;False;22301;0.242698;30;False;False;22301;0.187229;32;False;False;51979;2.90654;22;False;False;67115;3.9621;24;False;False;110173;4.79509;22;False;False;7288;0.237138;37
temp_hoas/benchmarkE/automatonA230.hoa;12;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1;False;True;-1;-1;-1
temp_hoas/benchmarkE/automatonC93.hoa;15;False;False;1361;0.050556;8;False;False;79;0.015784;12;False;False;89;0.013904;18;False;False;1817;0.129295;8;False;False;2192;0.142634;8;False;False;3625;0.132905;10;False;False;206;0.016496;24
temp_hoas/benchmarkE/automatonD100.hoa;2;False;False;4950;0.093404;2;False;False;1725;0.022184;4;False;False;1725;0.018398;6;False;False;5165;0.095646;2;False;False;4964;0.126701;2;False;False;4950;0.093898;2;False;False;1139;0.022091;6
